ProgramID#,Program_Name,Program Description,Program_Sector,Program_Owner,Program_Output,Program_Outcome,Benefit,Strategic Objectives,Bucket,ID_Program_Name,Program Risk,Program metigation,Program_Dependence
HA-7,برنامج  التميز البحثي والابتكار,يهدف البرنامج للوصول إلى التميز البحثي والريادة في التعليم وبحوث العلوم الصحية والطب العسكري الميداني بما يتماشى مع احتياجات المنظومة من خلال عقد شراكات بحثية داخلية وعالمية وموائمة التكامل بين المنظومة الصحية والبحثية والأكاديمية لدعم التحول وتعزيز الابتكار ,الشؤون الصحية,كيمارك (مركز الأبحاث),"إقامة شراكات وعمل برامج الابتكار
عقد شراكة بحثية واكاديمية 
قائمة مزايا تحفيزية للبحث والتعليم
تقديم الدورات التعليمية للطب العسكري الميداني
عدد من الابتكارات المسجلة ( براءة اختراع)
 مسار معتمد للبحث والتطوير في مجال الطب القتالي","تفعيل مسار البحث في مجال الطب العسكري 
تدشين الشراكات البحثية والأكاديمية  ","رفع التصنيف العالمي والإقليمي للجامعة 
رفع عدد المنشورات مع عامل تأثير أكبر من 4
الريادة في مجال أبحاث الطب العسكري",تقديم أفضل خدمات الرعاية الصحية,يتم تحديدها لاحقا,HA-7_برنامج  التميز البحثي والابتكار,سوء الإدارة المعلومات والبيانات البحثية أو سرقتها بسبب تضمن البرنامج شراكات بحثية وأكاديمية التي يمكن أن تؤدي إلى مخرجات ذات ملكية فكرية وبيانات حساسة مما يؤدي إلى تهديد النزاهة الأكاديمية,تنفيذ سياسات صارمة لحماية الملكية الفكرية والبيانات الحساسة,"HA-7,HA-6,HA-1"
HA-TBD,مبادرة مراجعة وتطوير نموذج الحوكمة الإكلينيكي,"(لا تدرج تحت برنامج لاعتبارها مبادرة مراجعة و عمل تشغيلي ) جميع نماذج الحوكمة الإكلينيكية المطبقة في الشؤون الصحية عبر اللجان لضمان عدم وجود أية تعارض بينها ومن ثم موائمتها مع حوكمة النموذج التشغيلي المفصل للشؤون الصحية وتشمل : 
-مراجعة جميع نماذج الحوكمة الحالية -تطوير نموذج الحوكمة الاكلينيكي الشامل -التوصيات والتعديلات المقترحة",الشؤون الصحية,الشؤون الصحية,يتم تحديدها لاحقا,يتم تحديدها لاحقا,يتم تحديدها لاحقا,تقديم أفضل خدمات الرعاية الصحية,يتم تحديدها لاحقا,HA-TBD_مبادرة مراجعة وتطوير نموذج الحوكمة الإكلينيكي,يتم تحديدها لاحقا,يتم تحديدها لاحقا,HA-4
MA-1,برنامج تعزيز قدرات الجمع والتحليل الاستخباراتي,برنامج يهدف إلى تفعيل قدرات الجمع والتحليل الاسخباراتي في البيئات العملياتية وتعزيز التكامل في بنية الاستخبارات للوزارة,الشؤون العسكرية,رئيس هيئة الاستخبارات,يتم تحديدها لاحقا,"تأسيس وتفعيل بنية الاستخبارات العملياتية 
(عدد تقارير الجمع والتحليل في الوضع الراهن/ عدد التقارير المستقبلية)",تعزيز قدرات الجمع والتحليل الاستخباراتي بالوزارة,رفع مستوى الاستجابة للتهديدات الدفاعية والأمنية من خلال تطوير قدرات متخصصة للمهمات المطلوبة,يتم تحديدها لاحقا,MA-1_برنامج تعزيز قدرات الجمع والتحليل الاستخباراتي,"

بسبب وجود تغيرات في الارتباطات التنظيمية من خلال تغيير واستحداث الاستخبارات العملياتية, هناك خطر يتمثل في مقاومة التغييرات والاستحداثات المطلوبة ، مما يؤثر على تحقيق مستهدفات هذا البرنامج.


",توضيح المهام والارتباطات التنظيمية بالتفصيل و الموائمة المستمرة مع أصحاب المصلحة,"MA-1,MA-18"
MA-2,برنامج تعزيز قدرات الطب العسكري الميداني,"يقوم هذا البرنامج على حوكمة الطب العسكري الميداني، وتقديم حلول تدريبية متخصصة",الشؤون العسكرية,قائد الطب العسكري الميداني,يتم تحديدها لاحقا,"أن تبلغ نسبة المسعفين المؤهلين من فريق الطب القتالي 25%
 (نسبة المسعفين القتاليين الحاصلين على درجة مُسعف متخصص)

حصول جميع الأطباء واختصاصيي المهن الطبية المساعدة على تدريب جماعي سنوياً
(نسبة الأطباء واختصاصيي المهن الطبية المساعدة الذين حصلوا على تدريب جماعي سنوي في هذا المجال)","تعزيز الصحة البدنية لمنسوبي الجهاز العسكري ورفع قدراتهم لتنفيذ المهام
(النسبة المستهدفة لمجتازي اختبارات اللياقة البدنية / النسبة للوضع الراهن)",رفع مستوى الاستجابة للتهديدات الدفاعية والأمنية من خلال تطوير قدرات متخصصة للمهمات المطلوبة,يتم تحديدها لاحقا,MA-2_برنامج تعزيز قدرات الطب العسكري الميداني,"بسبب وجود تغيير في نموذج الصلاحيات الحالية، هناك خطر في مقاومة التغيير على تحديث الحوكمة والارتباطات، مما سيؤثر في تحقيق مستهدفات البرنامج.
",الموائمة المستمرة مع أصحاب المصلحة,"MA-10,MA-18"
MA-3,برنامج الكفاءة والتميز  للطب العسكري الميداني,يهدف البرنامج على رفع كفاءة الطب العسكري الميداني والوصول به إلى التميز ,الشؤون العسكرية,قائد الطب العسكري الميداني,يتم تحديدها لاحقا,"أن يمضي 100% من أفراد الخدمات الطبية القتالية 50% من وقتهم على الأقل في مراكز الرعاية الصحية الأولية
(عدد أفراد الفريق الطبي القتالي الذين يقضون 50% من وقتهم على الأقل في مراكز الرعاية الصحية الأولية)

قضاء 100% من الأطباء واختصاصيي المهن الطبية المساعدة ما لا يقل عن 80% من وقتهم في المستشفيات
(عدد أفراد الفريق الطبي القتالي الذين يقضون ما لا يقل عن 80% من الدوام السنوي في المستشفيات)",تحقيق التميز في الطب العسكري الميداني,رفع مستوى الاستجابة للتهديدات الدفاعية والأمنية من خلال تطوير قدرات متخصصة للمهمات المطلوبة,يتم تحديدها لاحقا,MA-3_برنامج الكفاءة والتميز  للطب العسكري الميداني,"

بسبب وجود تغيرات في الارتباطات التنظيمية و وجود تغيير في نموذج الصلاحيات الحالية، هناك خطر في مقاومة التغيير على تحديث الحوكمة والارتباطات،  مما يؤثر على تحقيق مستهدفات هذا البرنامج.

",الموائمة المستمرة مع أصحاب المصلحة,"MA-3,MA-2"
MA-4,برنامج التكامل مع شركاء المنظومة,برنامج يهدف الى تعزيز التكامل المشترك في تنفيذ المهام الرئيسية والمهام المساندة وإدامة مفاهيم التخطيط المشترك لتحقيق التكامل في الاستخدام وتعزيز قدرات الاستجابة    ,الشؤون العسكرية,رئيس هيئة العمليات,يتم تحديدها لاحقا,"تكامل بناء  الانظمة والقدرات والتخطيط مع الشركاء في منظومة الأمن والدفاع
(عدد الخطط المشتركة في الوضع الراهن/عدد الخطط المشتركة في الوضع المستهدف)","تحسين الرؤية والتغطية  في المجال الجوي 200 مرة
(من ما يقارب  10آلاف كم2  إلى أكثر من  2مليون كم2  تغطية متكاملة على الصعيد الوطني)",رفع مستوى التكامل لتنفيذ المهام من خلال العمليات المشتركة,يتم تحديدها لاحقا,MA-4_برنامج التكامل مع شركاء المنظومة,بسبب اختلاف وتعدد أصحاب المصلحة الخارجيين ووجود اعتمادية قد تؤثر على الخطة الزمنية لتنفيذ البرنامج,الموائمة المستمرة مع أصحاب المصلحة في منظومتي الأمن والدفاع,"MA-1,MA-6,MA-4"
MA-5,برنامج التميز العملياتي,"يهدف البرنامج إلى العمل على وضع اتفاقيات انتقال وتسليم العمليات والمواقع مع شركاء منظومة الدفاع والأمن لضمان عدم التأثر أثناء الخروج من المهام، مما يحسن تنفيذ وزارة الحرس الوطني لمهامها القائمة",الشؤون العسكرية,رئيس هيئة العمليات,يتم تحديدها لاحقا,"زيادة تركيز القوات على دور ومهام الوزارة بنسبة من 54% إلى 100%
(عدد المشاركات في مهام وزارة الحرس الوطني المستقبلية/ العدد الإجمالي للمشاركة في المهام)","زيادة كفاءة استخدام القوات بنسبة 40%
(من خلال إعادة استخدام القوات نتيجة للخروج الاستراتيجي)",رفع مستوى التكامل لتنفيذ المهام من خلال العمليات المشتركة,يتم تحديدها لاحقا,MA-5_برنامج التميز العملياتي,"*(بسبب اختلاف وتعدد أصحاب المصلحة الخارجيين ووجود اعتمادية قد تؤثر على الخطة الزمنية لتنفيذ البرنامج)
*(بسبب ضعف التكامل والتنسيق على مستوى منظومة الامن والدفاع في الوضع الحالي هناك خطر يتمثل في عدم قدرة شركاء منظومة الأمن والدفاع على تأمين الإنكشافات في المهام المشتركة مما يؤثر على تحقيق مستهدفات هذا البرنامج)",الموائمة المستمرة مع أصحاب المصلحة في منظومتي الأمن والدفاع,لا تعتمد على اي برنامج
MA-6,تعزيز الجاهزية والتفوق في تنفيذ المهام,"يهدف البرنامج إلى وضع خطة عملياتية تفصيلية لمهمة المحافظة على نظام الحكم، و تحسين جداول التنظيم والمعدات،  وكذلك تطوير خطة تضمن تدوير الوحدات القتالية بجاهزية عالية",الشؤون العسكرية,رئيس هيئة العمليات,يتم تحديدها لاحقا,"تعزيز استجابة المنظومة للتهديدات من خلال تطوير قدرات مميزة لمهمة المحافظة على نظام الحكم
(اعتماد الخطة العملياتية، والاتفاقيات مع شركاء منظومة الأمن والدفاع على الأدوار والمسؤوليات)

تعزيز جاهزية القوات بالمقارنة مع جداول التنظيم والمعدات
(من خلال التدريب المخصص وتصنيفات الجاهزية ودورات إعادة الضبط)","رفع الجاهزية العملياتية وإدامة دورة جاهزية القوات
(الفترة الحالية لتدوير الوحدات/ الفترة المستقبلية للتدوير)",تعزيز القدرات العملياتية والجاهزية والمرونة لتحقيق التميز  في أداء المهام,يتم تحديدها لاحقا,MA-6_تعزيز الجاهزية والتفوق في تنفيذ المهام,"•بسبب عدم اكتمال جداول التنظيم والمعدات ، والمهام القائمة حالياً هناك خطر يتمثل في عدم التقيد بموعد نهاية البرنامج في الوقت المحدد له مما يؤثر على البرامج الأخرى ",الموائمة المستمرة مع أصحاب المصلحة,"MA-18,MA-10"
MA-7,برنامج هيكلة وتموضع قوات وزارة الحرس الوطني,"يهدف البرنامج  إلى بناء خطة تتضمن تفعيل وتموضع هيكل القوات الجديد، و بناء خطة تدريب لوحدات هندسة الميدان بالقدرات المستحدثة لديهم",الشؤون العسكرية,رئيس الجهاز العسكري,يتم تحديدها لاحقا,"نشر القدرات المتخصصة لتعزيز أنظمة ميدان المعركة
(عدد هياكل القوات المفعلة حسب الفترات الزمنية في الخطة)

تفعيل خطط التدريب والدعم لوحدات هندسة الميدان
(اعتماد الخطط وبدء التنفيذ )","تعزيز الاستخدام الأمثل للقوات في المهام الدفاعية والأمنية
(اكتمال بناء هياكل القوات المستهدفة)",تعزيز القدرات العملياتية والجاهزية والمرونة لتحقيق التميز  في أداء المهام,يتم تحديدها لاحقا,MA-7_برنامج هيكلة وتموضع قوات وزارة الحرس الوطني,بسبب وجود اعتمادية على عدد من البرامج  هناك خطر يتمثل في عدم انطلاق هذا البرنامج في الوقت. المحدد له مما يؤثر على البرامج  الأخرى كذلك.,"توضيح المهام والارتباطات التنظيمية بالتفصيل لضمان التواصل ومشاركة المعلومات .والمتابعة المستمرة لمبادرات البرامج الأخرى لضمان تنفيذها حسب الجدول الزمني المحدد.
","MA-18,MA-6"
MA-8,برنامج تعزيز كفاءة القوات,يهدف البرنامج على تحديث خطة بناء القدرات وفقاً للدروس المستفادة أو ظروف المرحلة وحاجة الوزارة المستقبلية,الشؤون العسكرية,قائد قيادة المناورة,يتم تحديدها لاحقا,"مواءمة القدرات والإمكانات لتحقيق المتطلبات المستهدفة للمهام
(العدد الحالي للخطط المشتركة/العدد المستقبلي للخطط المشتركة)","تحقيق قدرة عملياتية وجاهزية في أداء المهام من خلال التكامل بين القدرات والقوات
(سد الفجوات في إطار عمل القدرات العسكرية بنسبة 80%)",تعزيز القدرات العملياتية والجاهزية والمرونة لتحقيق التميز  في أداء المهام,يتم تحديدها لاحقا,MA-8_برنامج تعزيز كفاءة القوات,"بسبب اختلاف وتعدد أصحاب المصلحة  
 وضعف التكامل والتنسيق  في الوضع الحالي هناك خطر يتمثل في عدم قدرة الحصول على المعلومات المتعلقة في الاستحواذ والتدريب  مما يؤثر على تحقيق مستهدفات هذا البرنامج.

",•الموائمة المستمرة مع أصحاب المصلحة,"MA-18,MA-7"
MA-9,برنامج تطوير الكليات العسكرية,يهدف  البرنامج للخروج باستراتيجية تطوير للكليات تتضمن تحسين مخرجات الكليات العسكرية من خلال تطوير المناهج التعليمية وتحسين بيئة العمل كذلك.,الشؤون العسكرية,رئيس هيئة التعليم والتدريب,يتم تحديدها لاحقا," رفع مستوى مخرجات الكليات 
(تفعيل استراتيجية التطوير)","تحسين مخرجات الكليات العسكرية بنسبة 90%
(من خلال التغذية العكسية) ",تحقيق التميز من خلال تنمية الموارد البشرية والقدرات,يتم تحديدها لاحقا,MA-9_برنامج تطوير الكليات العسكرية,"بسبب اعتماد استراتيجية تطوير الكليات على استراتيجية التعليم في برنامج  تطوير وتأسيس العقيدة والتدريب، هناك خطر يتمثل في تأخير تطوير استراتيجية الكليات، مما يؤثر على تحقيق مستهدفات هذا البرنامج في الوقت المحدد.",.الموائمة المستمرة مع أصحاب المصلحة لضمان خروج استراتيجية التعليم في الوقت المحدد,MA-6
MA-10,برنامج تأسيس وتطوير العقيدة والتدريب,يهدف البرنامج إلى تحقيق التميز و الخروج باستراتيجية تطوير التعليم وتطوير مدراس الحرس الوطني,الشؤون العسكرية,قائد قيادة التدريب والعقيدة,يتم تحديدها لاحقا,"اكتمال تفعيل قيادة التدريب والعقيدة
(تفعيل جميع عناصر النموذج التشغيلي لقيادة التدريب والعقيدة)","تعزيز تأهيل القوة البشرية 
(الوصول الى نسبة 90%)",تحقيق التميز من خلال تنمية الموارد البشرية والقدرات,يتم تحديدها لاحقا,MA-10_برنامج تأسيس وتطوير العقيدة والتدريب,"بسبب وجود ارتباطات تنظيمية مستحدثة لقيادة التدريب والعقيدة، هناك خطر في صعوبة  التكامل بين قيادة التدريب والعقيدة ووحدات التدريب مما يؤثر على تحقيق مستهدفات هذا البرنامج.",توضيح المهام بالتفصيل بين قيادة التدريب والعقيدة والوحدات التابعة لها لضمان التواصل ومشاركة المعلومات.,"MA-10,EA-3,MA-18,MA-11,MA-6"
MA-11,برنامج تحسين وتخطيط التدريب,"يهدف البرنامج إلى تأسيس آليه مستمرة لتحديث التدريبات، كما يضع خطط لمعالجة التحديات التدريبية الحالية",الشؤون العسكرية,قائد قيادة التدريب والعقيدة,يتم تحديدها لاحقا,"تنفيذ خطة معالجة الفجوات التدريبية
(عدد التحديات التدريبية التي تم حصرها/عدد التحديات التدريبية المخطط لمعالجتها في الخطة)","مسارات تدريبية متخصصة محدثة
(من خلال تفعيل المسارات)",تحقيق التميز من خلال تنمية الموارد البشرية والقدرات,يتم تحديدها لاحقا,MA-11_برنامج تحسين وتخطيط التدريب,"بسبب وجود اعتمادية على برنامج تأسيس وتطوير العقيدة والتدريب ، هناك خطر يتمثل في تأخير تحقيق هذا البرنامج لمستهدفاته، مما يؤثر على تحقيق الفوائد المرجوة من هذا البرنامج.",•المتابعة المستمرة لمبادرات التأسيس والتجهيز لضمان تنفيذها حسب الجدول الزمني المحدد.,"MA-10,MA-11"
MA-12,برنامج إدارة القوى البشرية,برنامج يهدف إلى تحقيق التميز من خلال تمية الموارد البشرية والقدرات من خلال تفعيل النموذج التشغيلي لهئية القوى البشرية بعد الدمج ,الشؤون العسكرية,رئيس هيئة القوى البشرية,يتم تحديدها لاحقا,"اعتماد خطة القوى البشرية وإعداد التقارير
(عدد المسارات الوظيفية الحالية/عدد المسارات الوظيفية في الوضع المستهدف)

تفعيل النموذج التشغيلي لهيئة القوى البشرية بعد الدمج
(استكمال تشغيل الإدارات الموحدة في الهيكل التنظيمي)","تسلسل هرمي متوازن للوزارة على جميع المستويات 
(بالمقارنة مع الوضع الحالي غير المتوازن في توزيع أعداد العميد والرائد والنقيب والملازم والملازم الأول)",تحقيق التميز من خلال تنمية الموارد البشرية والقدرات,يتم تحديدها لاحقا,MA-12_برنامج إدارة القوى البشرية,"بسبب وجود تغيرات في الارتباطات التنظيمية من خلال تغيير واستحداث عدد من الوظائف, هناك خطر يتمثل في مقاومة التغييرات في تحديث الحوكمة , مما يؤثر على تحقيق مستهدفات هذا البرنامج",التواصل بشكل دائم مع أصحاب المصلحة والحصول على مدخلاتهم.,MA-12
MA-13,برنامج تعزيز قدرات الأمن والسلامة,برنامج يهدف إلى تحقيق التميز في آداء المهام من خلال تطبيق سياسات ومعايير موحدة خاصة بالأمن والسلامة على جميع وحدات الحرس الوطني ,الشؤون العسكرية,قائد قيادة إسناد القتال,يتم تحديدها لاحقا,"توحيد سياسات ومعايير خاصة بالأمن والسلامة

(عدد السياسات العامة  الحالية/عدد السياسات  الموحدة في الوضع المستهدف)","رفع وتعزيز قدرات الأمن والسلامة بالوزارة
   (تنفيذ السياسات والمعاير ومتابعتها عبر عمليات التفتيش والتخفيف من المخاطر الأمنية وتعزيز اجراءات السلامة مقارنة بالوضع الراهن)",تعزيز القدرات العملياتية والجاهزية والمرونة لتحقيق التميز  في أداء المهام,يتم تحديدها لاحقا,MA-13_برنامج تعزيز قدرات الأمن والسلامة,"بسبب وجود ارتباطات تنظيمية مستحدثة للقيادات التابعة لقيادة إسناد القتال، هناك خطر في صعوبة  التكامل مما يؤثر على تحقيق مستهدفات هذا البرنامج.",توضيح المهام والارتباطات التنظيمية بالتفصيل بين قيادة خدمات إسناد القتال والموائمة المستمرة مع أصحاب المصلحة,"MA-18,MA-13,MA-16,EA-9"
MA-14,برنامج تعزيز قدرات الاتصالات,برنامج يهدف إلى تعزيز القدرات العملياتية والجاهزية والمرونة لتحقيق التميز في آداء المهام من خلال بناء خطط وسياسات موحدة لجميع وحدات الاتصالات بوزارة الحرس الوطني ,الشؤون العسكرية,قائد سلاح الإشارة,يتم تحديدها لاحقا,"خطط وسياسات موحدة لجميع وحدات الاتصالات بالوزارة
(بدء أعمال وأنشطة هيئة الاتصالات ضمن النموذج التشغيلي للوزارة)","رفع جاهزية القيادة والسيطرة في الوزارة 
(من خلال سياسات وأنظمة موحدة)",تعزيز القدرات العملياتية والجاهزية والمرونة لتحقيق التميز  في أداء المهام,يتم تحديدها لاحقا,MA-14_برنامج تعزيز قدرات الاتصالات,"*بسبب وجود ارتباطات تنظيمية مستحدثة، هناك خطر في صعوبة التكامل مما يؤثر على تحقيق مستهدفات هذا البرنامج
*بسبب تعدد سياسات وأنظمة الاتصالات في الوزارة، ووجود عمليات عسكرية قائمة حاليا هناك خطر يتمثل في عدم الانتهاء من البرنامج في وقته المحدد  مما يؤثر على تأخير تحقيق مستهدفات هذا البرنامج ","*التواصل بشكل دائم مع أصحاب المصلحة والحصول على مدخلاتهم
*تحديد أولويات المهام القائمة حالياً.",MA-14
MA-15,برنامج تطوير الأفواج,برنامج يهدف الى تطوير الأفواج وتعزيز مشاركتهم في مهام وزراة الحرس المستقبلية ,الشؤون العسكرية,وكيل شؤون الأفواج,يتم تحديدها لاحقا,"زيادة  الاستفادة من قوات الأفواج
(من 28%حالياً  إلى نسبة 100% )

إضافة 14٪ للقوات القابلة للمشاركة في العمليات لتلبية احتياجات المهمة
(من خلال تدريب  ورفع مستوى 50% من قوات الأفواج)","استكمال دمج 50% من قوات الأفواج ضمن هياكل القوات 
(تكليف قوات الأفواج بالمهام المخصصة)",تعزيز القدرات العملياتية والجاهزية والمرونة لتحقيق التميز  في أداء المهام,يتم تحديدها لاحقا,MA-15_برنامج تطوير الأفواج,"* بسبب استحداث نموذج تشغيلي والارتباط التنظيمي والهيكلة للافواج هناك خطر يتمثل في مقاومة التغييرات من قبل أصحاب المصلحة مما يؤثر على مستهدفات البرنامج.
*بسبب اختلاف طبيعة التدريب وكذلك المهام والادوار المستحدثة لديهم, هناك خطر يتمثل في صعوبة الاندماج واداء الادوار الجديدة مما يؤثر على مستهدفات البرنامج.","*التواصل بشكل دائم مع أصحاب المصلحة والحصول على مدخلاتهم.
*توفير التدريب المناسب للأفراد حول التحديثات الجديدة وكيفية تطبيقها بفعالية.
*تطوير برنامج توعية وتهيئة مخصص لقوات الأفواج.","MA-7,MA-10"
MA-16,برنامج تعزيز التخطيط العملياتي,برنامج يهدف إلى تعزيز القدرات العملياتية والجاهزية والمرونة لتحقيق التميز في آداء المهام من خلال تفعيل النموذج التشغيلي لهيئة الخطط ,الشؤون العسكرية,رئيس هيئة الخطط  ,يتم تحديدها لاحقا,"تفعيل النموذج التشغيلي لهيئة الخطط
(استكمال تشغيل إدارات  الهيئة في الهيكل التنظيمي)

تعزيز  استخدام القوات بمعدل يصل إلى
 2.3 مرة
 (للقوات المخصصة لمهام محددة، كتائب الحج  والعمرة على سبيل المثال)",جهات تخطيط منفصلة للعمليات الحالية والمستقبلية  ,تعزيز القدرات العملياتية والجاهزية والمرونة لتحقيق التميز  في أداء المهام,يتم تحديدها لاحقا,MA-16_برنامج تعزيز التخطيط العملياتي,"

بسبب وجود تغيرات في الارتباطات التنظيمية من خلال تغيير واستحداث عدد من الوظائف, هناك خطر يتمثل في مقاومة التغييرات والاستحداثات المطلوبة ، مما يؤثر على تحقيق مستهدفات هذا البرنامج.


",التواصل بشكل دائم مع أصحاب المصلحة والحصول على مدخلاتهم و مشاركة أصحاب العلاقة في الوزارة للتهيئة والتجهيز لجميع مبادرات المرحلة الصفرية قبل انطلاقها.,MA-16
MA-17,برنامج تطوير الخدمات اللوجستية,برنامج يهدف الى رفع الجاهزية في مجال استدامة القدرات من خلال تطوير السياسات والممكنات اللازمة لتلبية احتياجات القوات ,الشؤون العسكرية,رئيس هيئة الإمداد والتموين,يتم تحديدها لاحقا,"استحداث جهة مركزية لإدارة وتخزين جميع أصناف التموين
(استكمال تفعيل قيادة إسناد المعدات والتموين)

تحديث نظام الإمداد والتموين المركزي
(تفعيل خطط البنية التحتية للخدمات اللوجستية)","تحسن بمقدار 3.4 أضعاف في التغطية اللوجستية لمناطق تنفيذ المهام 
(من مسافة تصل إلى 400 كم من قواعد الإمداد والتموين اليوم إلى تغطية وطنية)",تعزيز القدرات العملياتية والجاهزية والمرونة لتحقيق التميز  في أداء المهام,يتم تحديدها لاحقا,MA-17_برنامج تطوير الخدمات اللوجستية,بسبب اختلاف وضعف البنية التحتية في الخدمات اللوجستية التقنية لدى الجهات هناك خطر يتمثل في صعوبة توحيد البنية التحتية للخدمات اللوجستية بما يحقق مصالح جميع تلك الجهات مما يؤثر على مستهدفات البرنامج., التنسيق المستمر والمواءمة مع محفظة الشؤون التنفيذية لدراسة الحلول التقنية فيما يتعلق بالخدمات اللوجستية ومتطلبات البنية التحتية.,"EA-3,MA-17,MA-6,MA-18"
MA-18,تطوير المنظومة القيادية في الجهاز العسكري,برنامج يهدف إلى بناء عمل مؤسسي للوصول إلى كفاءة وفاعلية أعلى من خلال رفع قدرة رئيس الجهاز العسكري في التركيز على المستهدفات والأولويات الاستراتيجية ,الشؤون العسكرية,رئيس الجهاز العسكري,يتم تحديدها لاحقا,"رفع قدرة رئيس الجهاز العسكري في التركيز على المستهدفات والأولويات الاستراتيجية بنسبة 50%
 (من خلال خفض 41 ارتباط مباشر إلى 13 ارتباط مباشر)

تفعيل وبدء أنشطة القيادات ضمن النموذج التشغيلي المستهدف","رفع القدرة التركيز على المستهدفات والأولويات الاستراتيجية من خلال خفض الارتباطات الإدارية
(تخفيض الارتباط الإداري المباشر بنسبة 50%)
",بناء العمل المؤسسي للوصول إلى كفاءة وفاعلية أعلى,يتم تحديدها لاحقا,MA-18_تطوير المنظومة القيادية في الجهاز العسكري,"بسبب وجود تغيرات في الارتباطات التنظيمية من خلال تغيير واستحداث عدد من الوظائف, هناك خطر يتمثل في مقاومة التغييرات في تحديث الحوكمة , مما يؤثر على تحقيق مستهدفات هذا البرنامج",التواصل بشكل دائم مع أصحاب المصلحة والحصول على مدخلاتهم.,"MA-18,MA-6,EA-2,EA-21"
MA-19,برنامج التميز المؤسسي العسكري, يرنامج يهدف الى رفع الكفاءة التشغيلية و زيادة التخصص في المهام وتحسين إنجاز المخرجات وضمان الكفاءة التشغيلية وتحقيق أهداف التحول ,الشؤون العسكرية,نائب رئيس الجهاز العسكري,يتم تحديدها لاحقا,"استكمال تطوير وتفعيل السياسات والصلاحيات المنظمة للأدوار والمسؤوليات
(السياسات في الوضع الراهن/ السياسات في الوضع المستهدف)

رفع قدرة رئيس الجهاز العسكري في التركيز على المستهدفات والأولويات الاستراتيجية بنسبة 50%
 (من خلال خفض 41 ارتباط مباشر إلى 13 ارتباط مباشر)","رفع القدرة التركيز على المستهدفات والأولويات الاستراتيجية من  خلال خفض الارتباطات الإدارية
(تخفيض الارتباط الإداري المباشر بنسبة 50%)",بناء العمل المؤسسي للوصول إلى كفاءة وفاعلية أعلى,يتم تحديدها لاحقا,MA-19_برنامج التميز المؤسسي العسكري,"بسبب وجود تغيرات الحوكمة الجديدة من خلال  تغيير واستحداث عدد من الوظائف, هناك خطر يتمثل في مقاومة التغييرات في تحديث الحوكمة , مما يؤثر على تحقيق مستهدفات هذا البرنامج",•الموائمة المستمرة مع أصحاب المصلحة,"MA-18,EA-2,MA-19,EA-1"
MA-20,برنامج تطوير وتكامل القدرات,برنامج يهدف إلى تعزيز القدرات العملياتية والجاهزية والمرونة لتحقيق التميز في آداء المهام من خلال تأسيس بنية تنظيمية متكاملة لبناء وتكامل القدرات ,الشؤون العسكرية,إدارة تكامل القدرات,يتم تحديدها لاحقا,"تأسيس بنية تنظيمية متكاملة لبناء وتكامل القدرات

(تفعيل وبدء أنشطة الإدارات ضمن النموذج التشغيلي المستهدف)","ضمان ملائمة القدرات مع مهام وزارة الحرس
الوطني وعناصر تكامل القدرات  
(سد الفجوات في إطار عمل القدرات العسكرية بنسبة 80%)",تعزيز القدرات العملياتية والجاهزية والمرونة لتحقيق التميز  في أداء المهام,يتم تحديدها لاحقا,MA-20_برنامج تطوير وتكامل القدرات,"بسبب وجود تغيرات في الارتباطات التنظيمية من خلال تغيير واستحداث عدد من الوظائف, هناك خطر يتمثل في مقاومة التغييرات في تحديث الحوكمة , مما يؤثر على تحقيق مستهدفات هذا البرنامج",التواصل بشكل دائم مع أصحاب المصلحة والحصول على مدخلاتهم.,"EA-1,EA-24"
